"","ch_in","business_lat","business_long","WE","Quarter","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","TOBS_1","TOBS_2","TOBS_3","TOBS_4"
"327",0,33.4583561,-112.0677835,0,"Q4",0,0,0,266.5,126.5,261,244,244,200,150
"1353",0,33.4583561,-112.0677835,1,"Q2",0,0,0,356,189,317,272,272,261,261
"1717",0,33.4583561,-112.0677835,1,"Q3",0,0,0,383.25,232,411,200,372,367,389
"2006",0,33.4583561,-112.0677835,0,"Q3",0,0,0,411,294,400,389,400,383,356
"3000",0,33.4583561,-112.0677835,1,"Q4",176.142857142857,0,0,119.75,29.25,128,144,89,144,200
"3075",0,33.4583561,-112.0677835,1,"Q4",0,0,0,176.25,71,189,161,178,172,200
"3352",0,33.4583561,-112.0677835,1,"Q4",0,0,0,166.75,33.25,167,200,83,72,200
"3738",0,33.4583561,-112.0677835,1,"Q1",0,0,0,189,44.5,178,144,128,150,200
"8791",0,33.4583561,-112.0677835,1,"Q1",0,0,0,129.25,11,150,133,172,200,122
"14914",0,33.4583561,-112.0677835,0,"Q1",0,0,0,177.5,66.5,150,261,178,122,94
"15066",0,33.4583561,-112.0677835,1,"Q1",0,0,0,220.75,82,256,283,278,211,200
"15641",0,33.4583561,-112.0677835,1,"Q2",0,0,0,283,150,211,200,239,211,150
"17129",0,33.4583561,-112.0677835,1,"Q3",0,0,0,330.5,211,350,200,311,261,239
"23824",0,33.4583561,-112.0677835,1,"Q3",0,0,0,333.25,194.75,367,333,328,328,328
"24525",0,33.4583561,-112.0677835,0,"Q4",0,0,0,194.75,73.5,211,206,178,106,139
"12557",0,33.6384201,-112.0674315,1,"Q3",3.5,0,0,318.25,194.5,356,372,378,200,350
"261",1,33.6380805892,-112.067371952,0,"Q4",21.1,0,0,252.75,94.5,278,283,289,294,317
"557",0,33.6380805892,-112.067371952,1,"Q1",0,0,0,114,15.5,100,128,128,122,172
"1077",0,33.6380805892,-112.067371952,1,"Q2",0,0,0,226.25,123.75,256,261,256,211,222
"2198",0,33.6380805892,-112.067371952,1,"Q3",0,0,0,433,294,417,400,433,428,428
"2599",0,33.6380805892,-112.067371952,1,"Q4",0,0,0,367,233,339,344,344,272,261
"6086",0,33.6380805892,-112.067371952,1,"Q2",0,0,0,341.75,183.5,378,411,400,372,200
"12027",0,33.6380805892,-112.067371952,0,"Q3",0,0,0,330.5,187.5,372,400,356,372,400
"12373",0,33.6380805892,-112.067371952,1,"Q3",2.81818181818182,0,0,320.75,198.75,367,200,394,394,389
"18426",0,33.6380805892,-112.067371952,1,"Q1",0,0,0,111,-14,39,-11,200,200,200
"29028",0,33.4585209,-112.0671432,0,"Q4",2.66666666666667,0,0,195.75,80.5,233,233,244,200,167
"5",0,33.457788,-112.067113,0,"Q1",0,0,0,150,32,150,167,211,206,206
"15",0,33.457788,-112.067113,0,"Q1",15.4545454545455,0,0,57,9.75,83,100,144,172,161
"18",0,33.457788,-112.067113,1,"Q1",0,0,0,200.25,58.25,178,228,200,194,217
"19",0,33.457788,-112.067113,0,"Q1",0,0,0,180.5,51.5,217,200,194,244,244
"1704",0,33.457788,-112.067113,0,"Q3",0,0,0,377.75,193,394,200,411,200,372
"1872",0,33.457788,-112.067113,1,"Q3",0,0,0,343.25,208.25,361,350,361,372,411
"6159",0,33.457788,-112.067113,0,"Q2",0,0,0,344.5,231,300,283,278,317,250
"16970",0,33.5759159193,-112.0660554663,1,"Q3",170.416666666667,0,0,297.25,179,344,344,356,372,200
"17349",0,33.5759159193,-112.0660554663,0,"Q3",0,0,0,336.25,201.25,383,383,378,344,361
"18586",0,33.5759159193,-112.0660554663,1,"Q1",0,0,0,130.5,38.5,83,89,200,111,100
"18717",0,33.5759159193,-112.0660554663,1,"Q1",0,0,0,211,78,233,244,200,239,222
"19196",0,33.5759159193,-112.0660554663,0,"Q2",0,0,0,344,117,122,83,200,200,200
"22397",0,33.5759159193,-112.0660554663,1,"Q2",0,0,0,232,77.75,261,289,294,294,339
"22629",0,33.5759159193,-112.0660554663,0,"Q2",0,0,0,212.75,72.25,239,206,228,183,222
"23344",1,33.5759159193,-112.0660554663,0,"Q3",0.272727272727273,0,0,351.25,215.25,394,406,411,422,400
"1797",0,33.4495554434,-112.06568217,0,"Q3",0,0,0,320.75,161,361,200,406,200,389
"3093",0,33.4495554434,-112.06568217,1,"Q4",56.5833333333333,0,0,137.75,65.25,161,178,172,200,200
"6309",0,33.4495554434,-112.06568217,0,"Q2",0,0,0,439,278,278,200,200,200,289
"9526",0,33.4495554434,-112.06568217,1,"Q1",0,0,0,79,-9.75,106,139,172,150,189
"10654",0,33.4495554434,-112.06568217,1,"Q2",0,0,0,279,134.75,311,350,350,350,333
"12972",0,33.4495554434,-112.06568217,1,"Q4",0,0,0,228,98.3333333333333,256,278,294,306,289
"28925",1,33.4495554434,-112.06568217,1,"Q3",620.866666666667,0,0,238.666666666667,207.666666666667,213,231.666666666667,235.333333333333,188.666666666667,216.666666666667
"1155",0,33.4491602,-112.0656345,0,"Q2",0,0,0,261.25,88.5,272,322,311,200,261
"1327",0,33.4491602,-112.0656345,0,"Q2",0,0,0,290.25,108.25,311,339,306,200,250
"1427",1,33.4491602,-112.0656345,0,"Q2",0,0,0,254,93,267,333,322,344,328
"1442",0,33.4491602,-112.0656345,0,"Q2",0,0,0,305.5,151.25,344,328,261,267,317
"1526",1,33.4491602,-112.0656345,0,"Q2",0,0,0,298.75,129.25,311,317,333,350,200
"1739",0,33.4491602,-112.0656345,0,"Q3",17.1666666666667,0,0,345.75,193.25,367,389,400,200,378
"2043",0,33.4491602,-112.0656345,1,"Q3",13.75,0,0,344.5,220.75,361,367,389,389,200
"2114",0,33.4491602,-112.0656345,1,"Q3",0,0,0,347.5,205.5,294,250,294,278,344
"2156",0,33.4491602,-112.0656345,0,"Q3",0,0,0,450,289,289,200,200,200,200
"2422",0,33.4491602,-112.0656345,0,"Q3",0,0,0,290.5,152.75,317,317,344,356,367
"5087",0,33.4491602,-112.0656345,1,"Q2",0,0,0,334.75,173.5,367,333,317,300,200
"5713",0,33.4491602,-112.0656345,1,"Q2",0,0,0,210,98.5,244,261,200,200,200
"6129",0,33.4491602,-112.0656345,0,"Q2",0,0,0,366.75,227.75,400,372,200,200,200
"6256",0,33.4491602,-112.0656345,0,"Q2",0,0,0,341.75,230.5,372,200,200,200,394
"6870",0,33.4491602,-112.0656345,1,"Q3",71.9,0,0,361,211.333333333333,252,253.666666666667,228,220.333333333333,248.333333333333
"6992",0,33.4491602,-112.0656345,0,"Q3",0,0,0,344.5,205.5,367,200,372,400,400
"8685",0,33.4491602,-112.0656345,1,"Q4",0,0,0,100,-16.75,128,78,83,200,128
"9454",0,33.4491602,-112.0656345,0,"Q1",5.75,0,0,144.5,37.25,178,0,94,122,144
"9678",0,33.4491602,-112.0656345,0,"Q1",0,0,0,191.5,69.5,222,211,200,78,200
"10920",1,33.4491602,-112.0656345,0,"Q2",0,0,0,284.75,143,322,200,333,406,200
"11445",0,33.4491602,-112.0656345,1,"Q2",0,0,0,402.75,263.75,439,411,400,372,200
"12139",0,33.4491602,-112.0656345,0,"Q3",0,0,0,377.75,232,417,411,417,389,406
"12494",0,33.4491602,-112.0656345,0,"Q3",270.285714285714,0,0,216.75,149.75,233,294,339,339,356
"15304",0,33.4491602,-112.0656345,0,"Q2",0,0,0,287.75,125.25,311,328,322,200,200
"17615",0,33.4491602,-112.0656345,0,"Q3",0,0,0,243,105.5,278,278,294,300,333
"19131",0,33.4491602,-112.0656345,0,"Q1",0,0,0,244.5,90.25,267,283,306,306,317
"19713",1,33.4491602,-112.0656345,0,"Q2",0,0,0,296.25,156.75,306,239,317,350,378
"20685",0,33.4491602,-112.0656345,0,"Q3",17.8333333333333,0,0,254,165.25,300,333,378,361,361
"20842",0,33.4491602,-112.0656345,0,"Q4",0,0,0,312.5,176.5,322,333,350,322,211
"25882",0,33.4491602,-112.0656345,1,"Q2",0,0,0,351.5,212.75,372,389,383,383,361
"28216",0,33.4491602,-112.0656345,0,"Q2",0,0,0,336.25,178,367,361,361,328,200
"29094",0,33.4491602,-112.0656345,0,"Q4",0.555555555555556,0,0,247.25,134.75,211,250,250,272,278
"1328",0,33.4493777,-112.0656259,0,"Q2",0,0,0,290.25,108.25,311,339,306,200,250
"1696",0,33.4493777,-112.0656259,0,"Q2",0,0,0,346.25,205.5,372,394,200,411,200
"1843",0,33.4493777,-112.0656259,0,"Q3",0,0,0,364,214,389,383,372,361,350
"1962",0,33.4493777,-112.0656259,0,"Q3",0,0,0,383,239,244,200,200,200,211
"2574",0,33.4493777,-112.0656259,0,"Q3",0,0,0,340.25,185,356,367,200,333,328
"2668",0,33.4493777,-112.0656259,0,"Q4",0,0,0,165.25,63.75,183,200,244,200,289
"2906",0,33.4493777,-112.0656259,0,"Q4",0.3,0,0,229.25,64,222,200,267,278,278
"3125",0,33.4493777,-112.0656259,0,"Q4",0,0,0,233,94,111,200,200,200,111
"3413",0,33.4493777,-112.0656259,0,"Q4",10,0,0,118,7.25,122,161,161,67,89
"3557",0,33.4493777,-112.0656259,0,"Q4",0,0,0,209.75,59.75,183,217,194,200,217
"4079",0,33.4493777,-112.0656259,0,"Q1",0,0,0,204,73.25,222,222,228,139,200
"4149",0,33.4493777,-112.0656259,0,"Q1",0,0,0,194,44,189,200,200,194,194
"6146",0,33.4493777,-112.0656259,0,"Q2",0,0,0,352.75,206.75,372,200,200,200,383
"6158",0,33.4493777,-112.0656259,0,"Q2",0,0,0,344.5,231,300,283,278,317,250
"6257",0,33.4493777,-112.0656259,0,"Q2",0,0,0,341.75,230.5,372,200,200,200,394
"13651",1,33.4493777,-112.0656259,0,"Q4",0,0,0,265,22,61,28,106,83,200
"13825",0,33.4493777,-112.0656259,0,"Q4",0,0,0,183.5,54.25,194,200,178,156,200
"14508",0,33.4493777,-112.0656259,0,"Q1",0,0,0,227.5,93,272,256,233,200,222
"28217",0,33.4493777,-112.0656259,0,"Q2",0,0,0,336.25,178,367,361,361,328,200
"247",0,33.5763074,-112.065576,1,"Q4",0,0,0,378,189,208,200,164,153,153
"307",0,33.5763074,-112.065576,0,"Q4",0,0,0,259.5,107.25,228,200,233,228,261
"409",0,33.5763074,-112.065576,1,"Q4",0,0,0,204,75,194,217,211,206,200
"639",0,33.5763074,-112.065576,1,"Q1",0,0,0,140.25,30.5,172,200,100,200,44
"790",0,33.5763074,-112.065576,1,"Q1",76.0769230769231,0,0,183,56,117,178,222,239,244
"1213",0,33.5763074,-112.065576,1,"Q2",0,0,0,300,172,278,300,306,300,322
"1478",0,33.5763074,-112.065576,0,"Q2",0,0,0,293,104.5,317,300,300,317,350
"1772",0,33.5763074,-112.065576,1,"Q3",0,0,0,341.75,195.5,378,350,361,356,339
"1970",0,33.5763074,-112.065576,0,"Q3",1.66666666666667,0,0,361.25,216.75,394,200,378,200,361
"2228",0,33.5763074,-112.065576,0,"Q3",0,0,0,377.5,230.5,411,200,200,350,200
"2447",0,33.5763074,-112.065576,1,"Q3",0,0,0,316.5,158.5,344,356,367,372,200
"4153",0,33.5763074,-112.065576,0,"Q1",0,0,0,180.75,26.25,150,159.333333333333,133.666666666667,148.333333333333,140.666666666667
"4559",0,33.5763074,-112.065576,1,"Q1",0,0,0,181.75,82,217,33,94,156,206
"5615",0,33.5763074,-112.065576,1,"Q2",0,0,0,332,172.25,378,200,389,350,328
"5803",0,33.5763074,-112.065576,0,"Q2",0,0,0,363.75,221,400,372,356,356,328
"5825",0,33.5763074,-112.065576,1,"Q2",0,0,0,337.5,189,372,356,356,328,339
"6877",0,33.5763074,-112.065576,1,"Q3",0,0,0,350,217,239,256,289,244,239
"6907",0,33.5763074,-112.065576,1,"Q3",20.6153846153846,0,0,327.75,180.75,289,350,367,200,200
"7532",0,33.5763074,-112.065576,0,"Q3",0,0,0,325,222,289,289,272,278,278
"8337",0,33.5763074,-112.065576,0,"Q4",0,0,0,219.5,94.25,239,200,200,250,233
"11257",0,33.5763074,-112.065576,0,"Q2",0,0,0,341.5,190.25,372,200,356,361,372
"13036",0,33.5763074,-112.065576,0,"Q4",0,0,0,254.25,113.75,283,200,278,239,183
"14217",0,33.5763074,-112.065576,1,"Q1",0,0,0,159,57.6666666666667,183,200,200,194,206
"15101",0,33.5763074,-112.065576,0,"Q1",0,0,0,243,106.75,278,211,200,228,200
"16727",0,33.5763074,-112.065576,0,"Q3",0,0,0,334.75,227.75,372,378,367,372,378
"18965",0,33.5763074,-112.065576,1,"Q1",0,0,0,210,87.25,233,233,244,267,200
"27237",0,33.5763074,-112.065576,1,"Q4",0,0,0,190.25,89,217,217,211,211,189
"27724",0,33.5763074,-112.065576,1,"Q1",0,0,0,93,-40.25,122,144,167,167,117
"27968",0,33.5763074,-112.065576,1,"Q2",131,0,1499,22,-158.666666666667,-108,-208,-5,-74,-121
"28022",0,33.5763074,-112.065576,0,"Q2",0,0,0,290.25,127.5,311,339,311,244,194
"28320",1,33.5763074,-112.065576,0,"Q2",0,0,0,270.75,127.75,311,333,344,306,289
"28499",0,33.5763074,-112.065576,1,"Q2",0,0,0,348.75,219.25,367,378,367,389,406
"1501",0,33.4586921291,-112.0655679703,1,"Q2",0,0,0,308.25,137.5,350,367,317,311,317
"4028",0,33.4586921291,-112.0655679703,1,"Q1",0,0,0,161,41,167,183,167,189,200
"4088",0,33.4586921291,-112.0655679703,0,"Q1",0,0,0,204.25,66.75,222,228,139,200,106
"6930",0,33.4586921291,-112.0655679703,0,"Q3",76.5384615384615,0,0,298.5,190.25,350,367,200,200,367
"13035",1,33.4586921291,-112.0655679703,0,"Q4",0,0,0,254.25,113.75,283,200,278,239,183
"11429",0,33.47014,-112.065474,0,"Q2",0,0,0,408.25,244.5,433,439,411,400,372
"12706",0,33.47014,-112.065474,0,"Q3",0,0,0,237.5,119.5,267,300,306,306,311
"15147",0,33.47014,-112.065474,1,"Q1",0,0,0,189,72,217,172,106,111,89
"16277",0,33.47014,-112.065474,1,"Q2",0,0,0,322,195.5,356,328,344,356,322
"17114",0,33.47014,-112.065474,0,"Q3",0,0,0,327.75,196,367,200,383,322,272
"18641",0,33.47014,-112.065474,1,"Q1",123.727272727273,0,0,115.25,65.25,133,183,194,200,211
"22743",1,33.47014,-112.065474,0,"Q2",0,0,0,250,108.5,289,322,356,361,361
"27489",1,33.47014,-112.065474,0,"Q1",0,0,0,180.25,69.5,211,100,100,128,178
"28291",0,33.47014,-112.065474,0,"Q2",0,0,0,276.25,126.5,306,333,328,317,306
"28379",0,33.47014,-112.065474,0,"Q2",0,0,0,309.75,190.25,350,344,339,367,372
"28726",1,33.47014,-112.065474,1,"Q3",0,0,0,369.25,239,411,422,400,367,356
"25351",0,33.5177994,-112.0654413,1,"Q2",0,0,0,215.25,71,239,244,206,261,294
"26786",1,33.5177994,-112.0654413,1,"Q4",0,0,0,289,167,200,200,167,178,161
"26889",0,33.5177994,-112.0654413,1,"Q4",0,0,0,233,144,189,200,228,222,194
"4211",0,33.469968,-112.065431,0,"Q1",0,0,0,146,18.25,172,200,217,217,233
"4780",0,33.469968,-112.065431,1,"Q2",0,0,0,187.5,79.25,183,189,228,250,200
"5735",0,33.469968,-112.065431,1,"Q2",0,0,0,247.25,73.75,261,200,200,200,383
"7293",0,33.469968,-112.065431,0,"Q3",6,0,0,330.5,209.5,367,361,200,311,200
"8144",0,33.469968,-112.065431,1,"Q4",0,0,0,240.25,108.25,261,272,200,294,283
"8703",0,33.469968,-112.065431,1,"Q4",0,0,0,72,4.25,78,83,200,128,122
"11967",0,33.469968,-112.065431,1,"Q3",0,0,0,337.25,229.25,350,339,250,200,372
"12893",0,33.469968,-112.065431,1,"Q4",0,0,0,209.75,101.25,250,250,244,200,200
"13259",0,33.469968,-112.065431,1,"Q4",0,0,0,243.25,104,250,289,278,200,200
"13274",0,33.469968,-112.065431,0,"Q4",0,0,0,261,112.25,289,278,200,200,228
"14723",0,33.469968,-112.065431,1,"Q1",345.8,0,0,122.25,43,161,206,200,244,222
"15146",0,33.469968,-112.065431,1,"Q1",0,0,0,289,117,283,278,250,206,161
"16774",0,33.469968,-112.065431,1,"Q3",0,0,0,333.5,205.5,372,378,406,200,428
"17602",0,33.469968,-112.065431,1,"Q3",283.583333333333,0,0,241.5,129,267,278,278,294,300
"19657",0,33.469968,-112.065431,0,"Q2",0,0,0,280.75,137.5,317,322,344,328,378
"19981",0,33.469968,-112.065431,1,"Q3",0,0,0,330.5,200,339,356,383,383,350
"20774",0,33.469968,-112.065431,1,"Q4",4.8,0,0,254.25,145.5,300,250,167,256,300
"21122",0,33.469968,-112.065431,1,"Q4",0.3,0,0,147,75,117,78,128,200,233
"21670",0,33.469968,-112.065431,1,"Q1",0,0,0,183.5,51.25,172,178,167,144,172
"22548",0,33.469968,-112.065431,0,"Q2",0,0,0,233,111,150,144,200,200,200
"22759",0,33.469968,-112.065431,0,"Q2",0,0,0,318.25,163.75,356,361,361,200,294
"23784",0,33.469968,-112.065431,0,"Q3",0,0,0,372,222,256,256,272,294,311
"23908",0,33.469968,-112.065431,0,"Q3",3.2,0,0,291.75,180.75,333,244,272,289,317
"214",0,33.5124076744,-112.0653533936,0,"Q3",0,0,0,355.5,177.75,383,367,367,367,378
"1162",0,33.5124076744,-112.0653533936,1,"Q2",0,0,0,293,115.25,322,311,200,261,278
"9137",0,33.5124076744,-112.0653533936,1,"Q1",386.666666666667,0,0,97.5,73.5,133,83,94,200,178
"13628",0,33.5124076744,-112.0653533936,0,"Q4",0,0,0,55.5,-48.5,94,133,183,200,133
"14216",0,33.5124076744,-112.0653533936,1,"Q1",0,0,0,159,57.6666666666667,183,200,200,194,206
"20168",0,33.5124076744,-112.0653533936,1,"Q3",0,0,0,394,222,222,278,283,267,200
"22807",1,33.5124076744,-112.0653533936,0,"Q2",2.18181818181818,0,0,227.75,126.5,233,311,333,289,272
"24787",0,33.5124076744,-112.0653533936,0,"Q1",10.5,0,0,100,40.5,128,200,150,72,78
"27839",0,33.5124076744,-112.0653533936,0,"Q1",0,0,0,220.5,94.25,239,250,156,183,178
"28487",1,33.5124076744,-112.0653533936,0,"Q2",0,0,0,376.5,212.5,389,400,367,378,367
"29019",0,33.5124076744,-112.0653533936,1,"Q4",185.545454545455,0,0,164,73.75,183,194,233,233,244
"15239",0,33.519577,-112.065351,1,"Q2",0,0,0,158.5,33.5,100,150,178,172,161
"15664",0,33.519577,-112.065351,1,"Q2",0,0,0,297.5,154.25,328,306,200,189,250
"16041",0,33.519577,-112.065351,0,"Q2",1,0,0,332,187.5,361,200,361,389,378
"17007",0,33.519577,-112.065351,0,"Q3",0,0,0,336.25,200,372,200,367,200,367
"17207",0,33.519577,-112.065351,0,"Q3",19,0,0,263.75,157,311,333,356,344,333
"22879",0,33.519577,-112.065351,0,"Q2",0,0,0,240.25,101,267,311,333,328,200
"23147",0,33.519577,-112.065351,1,"Q2",0,0,0,351.5,226.5,383,383,400,400,317
"23439",0,33.519577,-112.065351,0,"Q3",1,0,0,384.75,220.75,406,361,367,350,350
"23502",0,33.519577,-112.065351,1,"Q3",143.25,0,0,336,205.75,378,400,394,317,339
"25515",1,33.519577,-112.065351,0,"Q2",0,0,0,266.75,112.25,300,306,306,322,283
"10504",0,33.5194664,-112.0653473,0,"Q2",0,0,0,259.75,115.25,300,283,306,200,200
"17091",0,33.5194664,-112.0653473,0,"Q3",102,0,0,280.5,177.75,317,350,367,200,383
"21241",0,33.5194664,-112.0653473,1,"Q4",0,0,0,105.5,-3,106,133,144,183,217
"23565",1,33.5194664,-112.0653473,0,"Q3",5.53846153846154,0,0,329.25,205.75,383,378,383,400,417
"26322",0,33.5194664,-112.0653473,1,"Q3",20.4166666666667,0,0,329.5,195.75,339,383,367,344,344
"27151",0,33.5194664,-112.0653473,1,"Q4",0,0,0,286,134.5,289,228,200,228,222
"2519",0,33.511677977,-112.0653423663,1,"Q3",0,0,0,351.75,193.25,378,350,328,350,200
"3157",0,33.511677977,-112.0653423663,1,"Q4",0,0,0,146,57,178,156,189,233,200
"4714",0,33.511677977,-112.0653423663,0,"Q1",0,0,0,217.75,58.5,250,200,200,283,200
"7379",0,33.511677977,-112.0653423663,1,"Q3",56.6363636363636,0,0,308.25,198.5,356,372,394,383,200
"8282",0,33.511677977,-112.0653423663,0,"Q4",0,0,0,209.75,93.25,233,222,206,228,239
"10268",0,33.511677977,-112.0653423663,0,"Q2",0,0,0,210,127.5,244,217,183,206,250
"11837",0,33.511677977,-112.0653423663,1,"Q3",63.9090909090909,0,0,320.5,208.25,367,389,367,200,200
"14825",0,33.511677977,-112.0653423663,1,"Q1",0,0,0,180.25,83.25,217,244,228,222,239
"20094",1,33.511677977,-112.0653423663,1,"Q3",0,0,0,318,187.25,350,328,356,372,378
"213",0,33.4885590269,-112.0653334273,0,"Q3",0,0,0,355.5,177.75,383,367,367,367,378
"235",0,33.4885590269,-112.0653334273,1,"Q3",0,0,0,351.25,208.25,361,383,367,367,372
"1308",0,33.4885590269,-112.0653334273,1,"Q2",0,0,0,261,146,289,200,194,200,311
"1354",0,33.4885590269,-112.0653334273,1,"Q2",0,0,0,211.5,91.5,172,122,139,150,150
"3094",0,33.4885590269,-112.0653334273,1,"Q4",56.5833333333333,0,0,137.75,65.25,161,178,172,200,200
"3285",0,33.4885590269,-112.0653334273,1,"Q4",6.5,0,0,51.5,1.25,83,83,200,200,122
"4952",0,33.4885590269,-112.0653334273,1,"Q2",16.5833333333333,0,0,89,14,111,194,261,294,200
"6054",0,33.4885590269,-112.0653334273,0,"Q2",0,0,0,322,187.5,356,378,411,400,372
"6396",0,33.4885590269,-112.0653334273,0,"Q3",0,0,0,357.25,226.5,389,344,200,350,372
"8365",0,33.4885590269,-112.0653334273,1,"Q4",0,0,0,243,100,250,233,222,244,233
"12730",0,33.4885590269,-112.0653334273,1,"Q3",0,0,0,272.25,133.5,306,306,311,200,200
"14351",0,33.4885590269,-112.0653334273,0,"Q1",0.8,0,0,98.75,21,122,122,144,183,206
"17850",0,33.4885590269,-112.0653334273,1,"Q4",0,0,0,285,164,311,250,267,267,283
"19246",1,33.4885590269,-112.0653334273,0,"Q2",0,0,0,261,128,156,144,150,189,183
"23888",1,33.4885590269,-112.0653334273,0,"Q3",0,0,0,330.5,186,339,272,333,244,272
"9509",0,33.5193147,-112.065289,1,"Q1",0,0,0,104.5,-15.5,144,106,139,172,150
"9928",0,33.5193147,-112.065289,1,"Q1",0,0,0,187.25,63.75,217,217,244,267,256
"10057",0,33.5193147,-112.065289,1,"Q1",0,0,0,281.75,127.75,250,203.666666666667,211.333333333333,241,248.333333333333
"12792",0,33.5193147,-112.065289,1,"Q4",0,0,0,220.5,78,261,200,311,294,200
"16188",0,33.5193147,-112.065289,1,"Q2",0,0,0,400,211,400,394,417,394,394
"17946",0,33.5193147,-112.065289,0,"Q4",0,0,0,252.75,87.75,250,278,256,239,239
"20361",0,33.5193147,-112.065289,1,"Q3",1.66666666666667,0,0,400.25,257,433,411,378,372,367
"20421",0,33.5193147,-112.065289,1,"Q3",0,0,0,341.75,212.25,361,389,389,361,361
"20557",0,33.5193147,-112.065289,1,"Q3",0,0,0,329,196,372,200,378,300,328
"23391",0,33.5193147,-112.065289,1,"Q3",0,0,0,363.75,233.5,378,394,400,411,400
"28154",0,33.5183824,-112.0652159,1,"Q2",0,0,0,253,130.5,300,244,183,194,256
"23273",1,33.4573066,-112.0648429,0,"Q3",0,0,0,350.25,202.75,400,400,400,400,378
"24833",0,33.4573066,-112.0648429,1,"Q1",0.818181818181818,0,0,73.5,-1.5,111,78,78,89,50
"25609",0,33.4573066,-112.0648429,0,"Q2",0,0,0,283,183,250,250,256,272,267
"4286",0,33.474345,-112.064842,1,"Q1",0,0,0,191.75,57,228,206,111,167,200
"5958",0,33.474345,-112.064842,1,"Q2",0,0,0,315.25,172.25,339,356,383,200,200
"9230",0,33.474345,-112.064842,1,"Q1",0,0,0,204,61.25,228,161,200,200,183
"10896",0,33.474345,-112.064842,0,"Q2",0,0,0,275,155.5,239,200,228,239,283
"16124",0,33.474345,-112.064842,0,"Q2",0,0,0,350,184.75,389,378,367,378,378
"18452",1,33.474345,-112.064842,0,"Q1",0,0,0,219.5,69.5,239,239,200,200,200
"12370",0,33.473236,-112.06482,1,"Q3",2.81818181818182,0,0,320.75,198.75,367,200,394,394,389
"16040",0,33.473236,-112.06482,0,"Q2",1,0,0,332,187.5,361,200,361,389,378
"18679",0,33.473236,-112.06482,0,"Q1",0,0,0,205.5,81.75,211,256,261,233,244
"2317",0,33.4719884,-112.0648068,0,"Q3",0.555555555555556,0,0,336,208.5,367,200,389,317,200
"2350",0,33.4719884,-112.0648068,1,"Q3",0,0,0,286,186,250,311,311,211,172
"2809",0,33.4719884,-112.0648068,0,"Q4",35.3333333333333,0,0,148.333333333333,79.6666666666667,108.5,100,78,50,47.5
"2833",0,33.4719884,-112.0648068,0,"Q4",0,0,0,273.5,131.75,294,322,306,200,283
"3167",0,33.4719884,-112.0648068,0,"Q4",18.6,0,0,132,59.75,156,189,233,200,200
"5763",1,33.4719884,-112.0648068,0,"Q2",0,0,0,272.5,155.5,183,200,200,272,322
"5910",0,33.4719884,-112.0648068,0,"Q2",0,0,0,316.75,166.5,350,200,361,339,356
"7489",0,33.4719884,-112.0648068,1,"Q3",0,0,0,316.5,208.5,361,372,200,333,200
"7538",0,33.4719884,-112.0648068,0,"Q3",0,0,0,304.25,183.25,333,200,200,267,294
"11553",0,33.4719884,-112.0648068,1,"Q3",0,0,0,355.5,250,317,317,328,261,289
"15344",0,33.4719884,-112.0648068,1,"Q2",0,0,0,306,172,300,289,283,306,322
"15843",0,33.4719884,-112.0648068,1,"Q2",0,0,0,314,170.75,350,344,200,311,283
"68",0,33.4713153,-112.0648061,1,"Q2",0,0,0,359.75,188.75,400,200,400,422,417
"3200",0,33.4713153,-112.0648061,0,"Q4",0,0,0,217,66.3333333333333,100,78,72,89,83
"3707",0,33.4713153,-112.0648061,0,"Q1",0,0,0,161,40.25,139,200,183,178,144
"6194",0,33.4713153,-112.0648061,0,"Q2",0,0,0,417,261,411,411,406,411,422
"6349",0,33.4713153,-112.0648061,1,"Q2",0,0,0,365,234.75,389,394,389,344,200
"8449",0,33.4713153,-112.0648061,0,"Q4",0,0,0,175.25,79,194,200,200,200,194
"1180",0,33.538974413,-112.0647611087,0,"Q2",0,0,0,251.5,93.25,278,278,200,267,200
"3899",0,33.538974413,-112.0647611087,0,"Q1",0,0,0,161.25,51.5,194,200,217,194,194
"12518",0,33.538974413,-112.0647611087,0,"Q3",10.2,0,0,301.75,166.75,339,339,356,356,372
"12827",0,33.538974413,-112.0647611087,0,"Q4",0,0,0,280.25,112.666666666667,311,294,200,167,222
"18403",0,33.538974413,-112.0647611087,0,"Q1",0,0,0,88.6666666666667,-48,-7.33333333333333,55.6666666666667,78,105.666666666667,48
"19566",0,33.538974413,-112.0647611087,0,"Q2",1.11111111111111,0,0,141.5,79.25,133,200,267,278,267
"20796",1,33.4713,-112.064761,0,"Q4",56.3571428571429,0,0,193,107,167,256,300,306,306
"23854",1,33.4713,-112.064761,0,"Q3",0,0,0,288.75,143,328,328,344,378,339
"24721",0,33.4713,-112.064761,1,"Q1",0,0,0,186,63.75,200,128,167,150,161
"26410",0,33.4713,-112.064761,0,"Q3",0,0,0,365.25,226.25,378,361,367,333,350
"27829",0,33.4713,-112.064761,1,"Q1",12.8823529411765,0,0,239,144,233,267,267,222,217
"11303",0,33.4872149418,-112.0647604613,0,"Q2",0,0,0,323.5,180.5,361,372,367,361,361
"11635",0,33.4872149418,-112.0647604613,1,"Q3",0.375,0,0,339,180.5,367,389,389,200,200
"14766",0,33.4872149418,-112.0647604613,0,"Q1",0,0,0,179.25,81.75,200,244,222,222,217
