"","business_id","business_lat","business_long","business_park","business_price","business_open","business_cat","n_photo","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female","date","ch_in"
"12439","n2kgJSiB7Q4u7AkDvYfzlg",36.077363,-115.2981173,"true",1,"True","American",6,1,21,NA,1,117,0,0,2018-02-11,1
"12440","XMMLRvV4IMxIGyc4H37LxA",33.510369927,-112.027740589,"true",2,"True","American",17,20,6187,12,894,1932,2,11,2017-08-05,1
"12441","3cHL1r5w2oLYH-veijtweA",36.122828,-115.169206,"true",2,"True","Others",46,7,1221,9,263,1019,2,4,2012-08-08,1
"12442","z6-reuC5BYf_Rth9gMBfgQ",33.5090310721,-112.0712948588,"true",2,"True","American",21,12,826,10,47,345,4,6,2012-03-16,1
"12443","5S4qWTntF4S-JNTbPNyYPw",33.3234736,-111.7205343,"true",1,"True","Others",3,2,347,9,44,582,1,1,2016-09-17,1
"12444","k7Sy557_ZaQSGHFlZgeJzw",36.0697752391,-115.0799874426,"true",2,"True","Others",4,1,151,6,31,496,0,1,2012-11-15,0
"12445","7sPNbCx7vGAaH7SbNPZ6oA",36.0426311,-115.1530184,"true",2,"True","Asian",60,30,3094,9,148,727,11,5,2012-02-14,1
"12446","0uR48n5SYcLE_DLcjONZPg",36.1027139921,-115.1361601567,"true",1,"True","Others",6,6,1345,11,199,755,1,3,2017-03-31,1
"12447","H8qpFitIesth86zqR4cwYg",36.107727,-115.176986,"true",2,"False","Others",NA,29,3198,9,378,1431,4,10,2012-07-02,1
"12448","b5epWgPoVcXoMJdCCzFMUw",33.508736,-112.041489,"true",1,"True","American",8,1,71,NA,1,30,0,1,2012-09-03,1
"12449","JyxHvtj-syke7m9rbza7mA",36.0944572,-115.2088673,"true",2,"True","Others",91,4,3975,7,730,907,1,2,2011-06-20,1
"12450","wX1ORSDKPkA5ftE7F6UONw",36.1714234,-115.2452456,"true",1,"True","American",39,24,3198,9,378,1664,4,10,2013-05-10,1
"12451","-ZBfr1BHvArFp1d6XH8jOQ",33.5958365,-112.134591,"true",1,"True","Others",18,12,1462,10,112,1022,2,3,2011-07-28,1
"12452","E0vZWNBWe-LwdECQFIjnug",35.3106136,-80.7496372,"true",2,"True","American",3,5,540,9,61,779,2,0,2012-06-13,1
"12453","OY0-hYJ2q6WiAqhYnCZZ0w",33.490031,-111.926443,"true",2,"True","American",23,18,331,8,47,1226,6,5,2015-03-20,1
"12454","iPM8BXV6vEVEci8ttsOObQ",36.0455411,-115.2435889,"true",1,"True","Others",3,9,1193,13,415,3061,4,4,2017-11-05,1
"12455","aQ222ydz_GSRZV66xNt4kQ",36.1298813,-115.2763963,"true",2,"True","Others",10,3,3975,3,730,907,1,1,2011-03-29,1
"12456","auTNigMttjBBTj1MNxOeFQ",36.015472516,-115.1171127611,"true",2,"True","Others",13,8,718,4,79,714,2,5,2017-04-02,1
"12457","K7lWdNUhCbcnEvI0NhGewg",36.10955,-115.176155,"true",3,"True","Others",642,3,840,9,102,840,1,2,2011-03-04,1
"12458","u-SJ5QUwrNquL9VnXwl8cg",33.5021572,-111.9963105,"true",2,"True","Others",33,5,1345,11,199,755,2,3,2011-06-08,1
"12459","da17_EW7GaYZWw1Z1JKSmw",36.1329932921,-115.1637866722,"true",1,"True","American",12,4,1967,4,150,586,0,2,2015-04-27,1
"12460","LpHi2ooFxVn5Ntttw_IcaQ",33.6734322408,-111.8892324265,"true",2,"True","American",12,6,938,8,60,385,2,3,2013-07-21,0
"12461","364hhL5st0LV16UcBHRJ3A",36.114935,-115.209737,"true",2,"False","Asian",73,28,3975,9,730,1606,10,5,2014-03-30,1
"12462","ujHiaprwCQ5ewziu0Vi9rw",36.11322,-115.17689,"true",3,"True","American",136,14,1650,8,148,1028,5,5,2016-07-03,1
"12463","yNPh5SO-7wr8HPpVCDPbXQ",33.4473917315,-112.0728310466,"true",2,"True","American",51,20,938,10,156,614,6,6,2014-01-18,1
"12464","A-uZAD4zP3rRxb44WUGV5w",36.0552438,-115.2258702,"true",2,"True","Asian",123,26,2607,13,415,3061,8,11,2015-09-07,1
"12465","DKusRJUxgsye1cdrlGgQOg",33.4480887488,-111.9268833664,"true",2,"True","Others",3,6,933,10,156,1116,3,1,2013-11-10,1
"12466","BIBWGO_r_1znnlmLbp4Nxg",36.1697807,-115.1455339,"true",2,"True","Others",NA,22,6187,12,894,2665,6,8,2013-05-04,1
"12467","R7LyTeiOHLyTNkA8HssBRQ",36.1440859,-115.1943448,"true",1,"True","Mexican",13,5,3198,9,378,1431,2,3,2013-03-08,1
"12468","wftmt-n8OUA4Ng3bWWH5dw",41.5089027,-81.6662795,"true",2,"True","Others",7,4,6506,9,1150,1027,1,3,2014-01-25,1
"12469","osu1j_Lg8R9brpuMMn3a3A",36.1150184807,-115.1564544439,"true",3,"True","Others",40,7,949,4,47,437,4,1,2012-05-20,1
"12470","2iLeiQ4OCJVwfodR9egMag",33.4475256,-112.0746303,"true",2,"True","American",14,10,6187,12,894,1932,1,7,2012-06-20,1
"12471","iCQpiavjjPzJ5_3gPD5Ebg",36.109837,-115.174212,"true",1,"True","Others",138,75,3746,11,545,1232,22,29,2016-10-23,1
"12472","GHS1rVjO-RMcRB6WJLpCDQ",36.1639346,-115.1580838,"true",2,"True","Others",NA,46,3378,9,912,4308,13,21,2018-08-24,1
"12473","feu6_wWLD5l_2Ha3In_ENA",33.4226738,-111.9347073,"true",1,"True","Others",5,1,345,NA,0,4,0,0,2017-11-04,0
"12474","sqRX-XLlhx4rs2c1TpBf8A",36.127033,-115.210028,"true",3,"True","Others",275,13,2916,13,364,1988,3,9,2012-09-11,1
"12475","aKcqKNcbwNydCBnvAA4TeQ",36.1724073419,-115.1418440671,"true",2,"True","American",NA,13,3378,7,912,4308,5,4,2018-07-18,0
"12476","QMKgn9p_hRUlumBDAAfWlA",36.19767,-115.24738,"true",2,"True","Others",48,2,818,7,146,520,0,1,2016-06-23,1
"12477","0pazeZax1Nt9cn0U_8aSUQ",33.3703007,-111.7894598,"true",2,"True","Others",1,1,44,3,5,119,0,1,2015-11-14,1
"12478","uW6UHfONAmm8QttPkbMewQ",36.0420628,-115.2781558,"true",2,"True","Others",40,27,3198,9,378,1431,3,6,2013-09-20,1
"12479","LpGCzgAKNSpzDNEUMVVtZA",36.0583338569,-115.2433191969,"true",2,"True","Others",21,5,2916,9,219,1664,2,2,2011-08-20,1
"12480","UvF68aNDfzCWQbxO6-647g",36.1261620061,-115.1914208691,"true",1,"False","Others",6,8,3975,11,730,1664,2,4,2011-12-17,1
"12481","HWl2EbZhkhAkFgqt44yUkA",36.1247576879,-115.1706174407,"true",2,"True","Mexican",23,1,68,NA,4,65,0,1,2012-06-10,1
"12482","K5Ex8diP6rIh8P16D8KHVA",36.2914415057,-115.2871328748,"true",2,"False","Others",4,7,1779,9,210,1196,0,5,2013-06-08,1
"12483","p-8AMN9Q0qwym-3Pdle20Q",33.583909,-111.922234,"true",2,"True","American",29,7,3402,9,499,1276,1,3,2012-04-13,1
"12484","DkZuVzYuylBanEsWK7mNGw",36.1947692,-115.2524715,"true",2,"True","Others",78,3,293,2,25,510,0,1,2010-07-30,1
"12485","GDpd9KZdUgnjcoCWTTphqw",41.508505,-81.663319,"true",2,"True","Others",6,1,518,NA,85,1216,0,0,2014-03-22,1
"12486","TxvTNCvCx8mn1E4DCojErQ",33.4630502,-112.3575779,"true",2,"True","American",1,3,365,5,36,222,0,3,2014-08-18,1
"12487","Vs7gc9EE3k9wARuUcN9piA",36.1349835,-115.2784336,"true",2,"True","Others",22,18,3975,9,730,2421,6,6,2012-08-07,1
"12488","1bALsE6aZE23mGV2WPxN_g",36.1148685,-115.2097115,"true",1,"True","Others",2,2,3094,6,92,323,2,0,2013-03-09,1
"12489","bQ_wtZvMb__OhprY5bF9aQ",36.1129986,-115.119895,"true",2,"False","Others",14,10,1014,9,75,852,3,5,2013-01-23,1
"12490","zw9_mqWBn1QCfZg88w0Exg",36.0669667963,-115.042004344,"true",2,"False","Mexican",8,5,1003,10,148,979,0,4,2013-11-09,1
"12491","JyxHvtj-syke7m9rbza7mA",36.0944572,-115.2088673,"true",2,"True","Others",91,59,3975,9,730,1664,6,8,2012-03-27,1
"12492","PkqN5st3zZ_Xce_5QlBtNQ",36.1807743109,-115.2589743538,"true",2,"True","Others",16,5,3198,9,378,1431,2,3,2017-07-01,1
"12493","tro-hrljuY1cUAVFYauTlQ",36.1041636,-115.1376159,"true",1,"True","Others",5,5,628,3,150,217,1,3,2017-09-09,1
"12494","ebTvBxSStI9Vf5Tpux_X3Q",36.1026234187,-115.2019353583,"true",2,"True","Others",NA,24,3094,9,180,2665,11,7,2014-06-07,1
"12495","2iTsRqUsPGRH1li1WVRvKQ",36.1678783157,-115.1406404749,"true",2,"True","American",177,12,1451,9,183,1789,5,5,2018-03-25,1
"12496","5FIOXmUE3qMviX9GafGH-Q",33.453786902,-111.9271659851,"true",2,"True","Others",20,9,933,9,156,800,1,5,2013-01-02,0
"12497","sNVGdeOPeitJ3OWUQBINzQ",36.1136354358,-115.2614379354,"true",2,"True","American",21,11,1193,9,122,1019,2,4,2012-05-26,1
"12498","DkYS3arLOhA8si5uUEmHOw",36.109418,-115.1718738,"true",1,"True","American",53,49,2916,10,219,1664,8,15,2013-04-01,1
"12499","rOVuZJfFVDI7rDjzkT-WNA",33.617584,-111.9262452,"true",1,"False","Others",3,4,3402,9,499,1276,0,3,2013-11-27,1
"12500","K7lWdNUhCbcnEvI0NhGewg",36.10955,-115.176155,"true",3,"True","Others",642,58,3508,11,912,4308,18,21,2014-07-01,1
"12501","HCCg-rVnHQ2FI6lHs_LvUQ",33.494378424,-111.9263250177,"true",2,"True","American",6,2,488,10,50,580,1,1,2010-09-14,1
"12502","EneqsOFGCK4KXofNHsc5aQ",36.1174214,-115.1701669,"false",1,"True","American",22,2,1170,7,178,1606,2,0,2017-07-25,1
"12503","gOOdzjVxP7Z7bGjsstRjcw",35.3166944319,-80.7405517995,"true",2,"True","American",3,4,209,9,43,779,3,1,2012-03-08,1
"12504","16Fplxu-OwVmTEFxQAUP4g",36.0953556397,-115.176614273,"true",3,"True","American",17,17,583,8,263,962,1,0,2012-06-24,1
"12505","cYwJA2A6I12KNkm2rtXd5g",36.110724,-115.172169,"true",2,"False","American",256,16,3508,9,647,2074,5,7,2013-09-07,1
"12506","5eV8oUGdBXylwB7HeaDFOA",36.0555174045,-115.0416518312,"true",2,"True","Others",15,21,3198,9,378,1431,3,6,2013-03-01,1
"12507","nUpz0YiBsOK7ff9k3vUJ3A",36.123406,-115.170188,"true",2,"True","American",88,3,518,3,24,301,1,0,2015-01-27,1
"12508","A5Rkh7UymKm0_Rxm9K2PJw",36.068655,-115.177945,"true",2,"True","Asian",43,33,5817,9,293,1982,6,9,2012-03-17,1
"12509","YRyYbOSwvHkZsZOLv98oQg",36.1093921899,-115.1737730061,"true",3,"True","Others",77,4,955,9,165,1185,1,3,2012-07-29,1
"12510","HaPwC4nxs6RPfe1pAQkQ4A",36.1291893,-115.3145946,"true",2,"True","Others",10,1,924,6,54,437,1,0,2014-05-17,1
"12511","p5rpYtxS5xPQjt3MXYVEwA",36.026212,-115.1193405,"true",2,"True","American",8,29,1299,6,153,714,2,17,2016-02-16,1
"12512","e-cxqDjKEHEcISP2iGcZxg",33.6753261878,-111.9633752022,"true",2,"True","American",60,5,617,10,62,1022,1,2,2012-04-12,1
"12513","7sPNbCx7vGAaH7SbNPZ6oA",36.0426311,-115.1530184,"true",2,"True","Asian",60,22,3094,9,48,584,9,4,2011-09-19,1
"12514","RAKSBqeNb-p_ZABwAWH_jA",35.1759709,-80.7971362,"true",2,"True","Others",3,1,49,6,15,255,0,1,2013-05-17,1
"12515","QCUjHPu7OF_bqfjnehlQaQ",35.1740878,-80.8398088,"true",2,"False","American",4,10,237,8,69,932,1,4,2014-03-26,1
"12516","9-cVW8wSRoE6Nmnc7v0uUA",36.121274,-115.17521,"true",2,"True","American",43,2,840,4,102,840,2,0,2016-07-05,0
"12517","7sb2FYLS2sejZKxRYF9mtg",36.1171507743,-115.1384369476,"false",2,"True","Others",138,13,3198,9,378,1431,4,4,2014-05-15,1
"12518","TrqCUT9150lXfgN8JXRP7g",33.3885222,-111.8577435,"true",2,"True","American",8,4,576,11,116,1659,1,2,2014-06-16,1
"12519","O7UMzd3i-Zk8dMeyY9ZwoA",36.151555,-115.15261,"true",1,"False","American",NA,16,3198,9,378,1431,5,2,2013-12-04,1
"12520","wKA2y-F_fPcBDOkpzDB9eQ",36.2406953,-115.0961299,"true",2,"True","Mexican",3,14,3558,8,376,1614,0,6,2015-03-15,1
"12521","QlJztL2aGEXgejgi5JM9Xg",33.624639,-111.930337,"true",2,"True","American",20,3,471,9,55,439,0,2,2011-10-18,1
"12522","MqIgMLUdD53r_dmx1goYJg",36.291036,-115.288192,"true",2,"True","American",14,6,955,7,165,1185,1,5,2013-10-07,1
"12523","HgdFqAvK31fB9sgBdOzo9g",36.0164931,-115.1170689,"true",1,"True","Others",22,8,1672,9,165,981,1,7,2013-04-11,1
"12524","LV-oONzEA22qiBEFK1sckA",36.106788606,-115.1732075214,"true",4,"False","American",22,5,603,13,364,1988,2,3,2010-12-30,1
"12525","eNFubUPJR7yIQah-NxZN_g",43.8444463655,-79.3873978034,"true",2,"True","Others",89,1,562,10,715,6314,0,1,2016-08-15,0
"12526","qSP6RqBJUyJRsQKTarlo6g",36.1437574,-115.169723,"true",2,"True","Others",26,5,425,8,30,291,3,2,2011-08-19,1
"12527","7cK9uEV09iPmsTqOqmY3kQ",33.5020532515,-111.9957802209,"true",2,"True","Others",21,9,3402,9,499,1276,2,4,2013-07-27,1
"12528","-Miw03v5yXJWjH9MN1aglw",51.0414147681,-114.0370013192,"true",3,"True","Others",4,1,262,8,45,371,0,1,2017-04-30,0
"12529","D3dAx-QW_uuClz4MambeHA",33.5023126257,-111.9957521674,"true",2,"True","American",NA,7,853,8,74,425,3,2,2011-10-08,1
"12530","1jpYP-JNOEYCMIzP4OlGuQ",36.1462185653,-115.2424862981,"true",1,"False","Asian",7,22,2916,9,219,2665,6,2,2015-10-30,1
"12531","-6h3K1hj0d4DRcZNUtHDuw",33.6254092922,-111.9251276157,"true",2,"True","Others",19,16,3402,9,499,1360,2,6,2013-11-12,0
"12532","GTYqGnll5iCyU35E7MU-4g",33.2904022,-111.8408823,"true",2,"True","Others",NA,4,3978,12,350,444,1,2,2018-11-13,1
"12533","eJKnymd0BywNPrJw1IuXVw",36.1703072215,-115.1416113077,"true",2,"True","American",50,2,276,2,10,220,2,0,2016-03-22,1
"12534","RwRNR4z3kY-4OsFqigY5sw",43.6559689,-79.3840134,"true",1,"True","Others",NA,2,312,8,54,1047,2,0,2015-06-06,1
"12535","DzKl51tivGJMLiNsQqf38w",36.018286,-115.1179043,"true",2,"True","Others",40,16,961,9,90,1019,3,4,2012-05-13,1
"12536","67zCgILB2h6JoSvFabVe7g",33.4927510539,-111.9229253391,"true",2,"True","American",20,8,534,10,113,537,0,5,2014-02-24,0
"12537","XXW_OFaYQkkGOGniujZFHg",36.1336673317,-115.1630947555,"true",2,"True","American",90,32,2916,12,251,1668,11,14,2015-04-18,1
"12538","3BCsAgo_1i4xMuTyLKMLRQ",36.0758761,-115.1817259,"true",2,"True","American",67,12,3198,9,378,1431,4,2,2013-11-21,1
"12539","YILyHegzhy1vlc_LNVfObw",36.020264,-115.088561,"true",2,"True","Others",150,4,1060,9,183,617,1,3,2017-03-03,1
"12540","qRymrsLmlA34bC8PvNoujg",36.2892014,-115.2873343,"false",2,"True","Others",8,5,955,7,165,1185,1,2,2014-08-18,1
"12541","QJR4qBUHegWEozSQrGmBPw",36.113933,-115.174139,"true",3,"False","American",71,13,2916,9,219,1664,1,9,2014-06-01,1
"12542","zitXLajbETOuHQJfok4a4g",35.995645,-115.0998826,"true",2,"False","American",4,3,1170,7,177,1232,1,2,2017-11-22,0
"12543","BIBWGO_r_1znnlmLbp4Nxg",36.1697807,-115.1455339,"true",2,"True","Others",NA,20,6187,12,894,2665,5,7,2013-03-03,1
"12544","16Fplxu-OwVmTEFxQAUP4g",36.0953556397,-115.176614273,"true",3,"True","American",17,1,583,8,263,962,1,0,2011-07-06,1
"12545","N93EYZy9R0sdlEvubu94ig",43.648827,-79.3969701,"true",1,"True","Asian",20,10,424,6,83,599,3,6,2014-02-03,1
"12546","DzKl51tivGJMLiNsQqf38w",36.018286,-115.1179043,"true",2,"True","Others",40,18,3198,9,378,1431,4,5,2012-05-15,1
"12547","XC06xxb7FFYsXcI2E38IIw",33.5101434,-112.0243027,"true",3,"True","American",27,2,434,8,20,310,0,2,2012-12-15,1
"12548","9E1q2uEMd881wnruicNTUA",33.5385580506,-111.8908726255,"true",2,"True","American",6,9,275,NA,69,1642,1,1,2014-12-07,1
"12549","yesClkCZlpLGTYZROkx4SA",35.219612,-80.8,"true",2,"True","Asian",2,2,341,4,10,209,0,2,2011-10-23,1
"12550","pP2t4yG5W_3x_r3ee9h-kQ",43.106774,-89.4977379,"true",2,"True","American",9,1,163,4,13,189,0,0,2015-02-08,1
"12551","anQSLdujUOp0sTCmIBi2Tg",36.13191,-115.155983,"true",3,"True","Others",6,2,314,9,79,1234,2,0,2013-09-01,1
"12552","_XN-GwzZwAyIqLKJsl2htg",33.532577,-111.92612,"true",2,"True","Asian",29,3,166,9,79,1234,1,1,2015-10-29,1
"12553","ii8sAGBexBOJoYRFafF9XQ",36.1123576,-115.1702213,"true",2,"True","Others",NA,25,3975,10,730,1232,7,8,2013-06-12,1
"12554","iPM8BXV6vEVEci8ttsOObQ",36.0455411,-115.2435889,"true",1,"True","Others",3,6,1193,13,415,3061,2,3,2015-09-04,1
"12555","4cDWyZa6EqsY4XSWwLY7RA",36.041104,-115.1208125,"true",2,"False","Others",1,7,718,4,79,608,4,1,2014-03-10,1
"12556","V9bs-9SqhlryOCLy6vk6gg",33.5691369028,-112.1203580008,"true",2,"False","Others",5,5,682,11,78,520,0,2,2012-04-27,1
"12557","ny8YcGEViSGKWxo69xfiiA",35.2139577681,-80.861224295,"true",2,"True","American",5,5,540,8,61,572,3,2,2016-09-19,0
"12558","0gXYLVPNWz0WT8wXQVpS0g",33.497622,-111.9292546,"true",2,"True","American",18,5,6187,12,894,1932,0,1,2011-11-30,1
"12559","DESv2ys6SjBKA4SyDtJvxw",36.1091983422,-115.1519553743,"true",3,"True","Others",105,7,3975,9,730,907,3,3,2012-09-10,1
"12560","I2gsUx1W5-gQzBFbhIxcRQ",33.569242117,-111.890274058,"true",2,"True","American",4,5,1102,5,69,1642,1,2,2018-07-29,1
"12561","PlTdQdCWu2_hjbSuenB3pg",33.4794638,-112.1521331,"true",1,"True","Others",9,11,3934,11,648,1177,1,6,2017-07-03,1
"12562","eduRavkml8awmPachSZXuw",36.1638735074,-115.289943661,"true",2,"True","Asian",16,8,2916,9,219,1664,1,4,2012-03-09,1
"12563","--9e1ONYQuAa-CB_Rrw7Tw",36.123183,-115.16919,"true",4,"True","Others",74,7,709,8,112,588,3,1,2012-08-30,1
"12564","fT6Uwl6abRQfiNgxre_qbg",33.5098020416,-112.061086646,"true",2,"True","Asian",25,17,2217,9,271,1472,4,9,2015-08-15,1
"12565","-U7tvCtaraTQ9b0zBhpBMA",36.1020911813,-115.1717783654,"true",2,"True","American",32,2,5025,5,536,821,1,1,2013-11-15,1
"12566","eLp6aAgRL-tWM2wjRdPQMw",40.4085851,-79.9023785,"false",1,"True","Others",1,2,353,6,65,823,0,1,2018-04-05,1
"12567","AbgNPAnuq8X90DUw5FQ2sQ",43.8409714,-79.3981209,"true",2,"True","Others",16,4,562,10,715,6314,0,2,2015-11-29,1
"12568","_crbEZ55ve6OFkoWa09R9A",43.6659578,-79.3854723,"true",2,"True","Others",24,1,128,NA,11,186,1,0,2016-01-24,1
"12569","VGWEpMEkzQopS5lUNd06Sw",36.0661824639,-115.1752875465,"true",2,"True","American",40,1,293,2,25,510,0,1,2010-10-16,1
"12570","KPV_FVNWkgmYh1ArVlt6kg",36.1231511332,-115.1703090079,"true",2,"True","American",22,1,540,6,48,648,0,1,2010-12-28,1
"12571","GTYqGnll5iCyU35E7MU-4g",33.2904022,-111.8408823,"true",2,"True","Others",NA,2,3978,12,350,444,1,1,2013-07-03,0
"12572","dOGLTIMqqQZn8xxBRsU6CQ",36.126175,-115.19047,"true",2,"True","Others",3,8,1613,10,148,979,4,3,2017-10-18,1
"12573","XCxxPZ3Lu5mwmIo7IQRf1g",43.8724111,-79.2666979,"true",2,"True","Others",28,9,562,10,715,6314,1,2,2014-11-09,1
"12574","NLEe-RzDSU-5BN6xp_WWCw",36.1588056245,-115.1931095123,"true",2,"True","American",11,12,3378,9,912,4308,4,5,2014-12-06,1
"12575","qgAZPDQStZP_Y5XTiQ6UqA",33.4240289389,-111.9347241787,"true",2,"True","Others",26,1,221,5,47,521,1,0,2015-01-31,1
"12576","liCPyfxs-CYXAV_zAmB9dw",43.6672279,-79.3789748,"true",2,"False","Others",32,2,82,1,4,114,1,1,2014-03-29,1
"12577","l8ewXyH88N5Y_BOPXKAQZw",33.6088164,-112.3571291,"true",2,"True","Others",27,1,21,NA,16,97,0,0,2017-02-03,1
"12578","G9-OvE0PBQtDZmnGEB3HEQ",36.1432476,-115.2063054,"true",1,"True","Others",3,4,949,4,79,437,1,1,2012-07-18,1
"12579","3ky17eHU-4gSl3knpI__-w",33.4241272,-111.9405173,"true",2,"False","Mexican",8,12,949,8,140,1297,6,4,2012-10-07,1
"12580","U6P56MjLrraN0JBNvOjxaA",33.422317,-111.936309,"true",1,"True","Others",3,9,476,6,100,583,3,5,2014-08-10,1
"12581","0FUtlsQrJI7LhqDPxLumEw",33.321866,-111.726244,"true",2,"True","American",40,15,938,8,60,892,10,4,2013-09-13,1
"12582","eVCaX_hbNVFjM-XXahovYA",40.4273678,-79.9690862,"true",2,"True","American",2,2,220,5,28,656,0,2,2016-12-02,0
"12583","5xTHY_U8jn6MnXJMOSH69g",43.5780657694,-79.6524653406,"true",2,"True","Others",10,3,305,5,37,377,1,0,2014-03-27,1
"12584","MTCyh5VqkKp1LIvfeI-TTg",35.2285242629,-80.8412508294,"true",2,"True","American",17,4,2063,11,117,967,2,1,2012-06-17,1
"12585","y4ETe3DkcIjjr_eyeg5U5g",36.158705,-115.15293,"true",2,"True","Others",26,19,6026,10,697,1431,7,2,2014-03-20,1
"12586","Kbbm6Vd5UdbP10dwjBghRw",36.0406276166,-115.1912561768,"true",1,"True","Others",11,10,904,7,178,1606,4,2,2017-01-28,0
"12587","MxHow1YklEAsmtlq2BRNmQ",33.6275895,-112.0113666,"true",1,"True","American",1,4,459,9,59,659,1,1,2015-04-01,1
"12588","4JNXUYY8wbaaDmk3BPzlWw",36.112859,-115.172434,"true",2,"True","Others",225,7,2916,9,596,2963,3,3,2011-03-08,1
"12589","lfyg98UFNYMVk18p6LIlkw",33.671426,-112.03017,"true",1,"True","Others",3,5,359,6,33,1022,2,1,2014-03-20,1
"12590","AtD6B83S4Mbmq0t7iDnUVA",36.125569,-115.210911,"true",2,"True","Others",15,10,3975,9,730,1664,2,6,2013-06-14,1
"12591","cPmThZ7Ugpd8eJnIObOy0Q",36.1596119,-115.3314004,"true",2,"True","Others",20,19,2916,9,309,1664,7,9,2016-08-16,1
"12592","wpnLPAnkMEb1NpC3xiD_qg",36.1731486967,-115.1449432657,"true",1,"True","Asian",23,19,1713,10,208,987,5,7,2014-11-16,1
"12593","EAwh1OmG6t6p3nRaZOW_AA",36.1129962,-115.1633962,"true",1,"True","American",23,44,3558,10,376,1614,10,20,2016-01-24,1
"12594","lMYs3z3Y7977TVMn6OWObA",36.0698811698,-115.0828180835,"true",2,"True","American",25,1,1170,7,177,1232,1,0,2015-10-04,1
"12595","d4qwVw4PcN-_2mK2o1Ro1g",36.109706,-115.154021,"true",2,"True","Mexican",44,3,940,6,78,912,1,1,2011-04-02,1
"12596","NoF90rswXBHESSyDaWeKKA",40.4435995,-80.0003448,"true",2,"True","Others",12,1,106,NA,3,81,1,0,2015-05-07,1
"12597","w55sCX7ZkLIJNhl_RhwjEg",36.108686,-115.150982,"true",2,"True","Mexican",NA,2,811,10,102,718,0,2,2014-02-23,1
"12598","qVO3l9Q0-KVQE7W9JL9ePw",36.127061,-115.241457,"true",2,"True","Others",NA,2,955,7,165,1185,0,1,2010-07-16,1
"12599","BQqwIYQuo2W94smjrBjy5g",36.0133950245,-114.9927590543,"false",2,"True","Others",86,9,818,7,146,520,0,1,2016-08-15,0
"12600","825nC-s-cQG6Hsul5Gm2cA",33.683323,-112.092428,"true",2,"True","Others",8,11,938,8,60,614,3,3,2013-05-02,1
"12601","VoayviMR2sm4C0CSh_I8Nw",33.381267,-111.723478,"true",1,"True","Others",1,2,89,NA,2,109,2,0,2014-07-13,0
"12602","NFMD_-wFrbfdhTcdHPDCZQ",36.0100856,-115.1186563,"true",2,"False","Others",19,8,1170,7,177,1232,3,3,2016-03-03,1
"12603","S37sKRRfkhFZRpxaYzWo_A",33.3355999912,-111.8739256735,"true",1,"True","Others",5,5,556,9,94,1193,1,3,2013-02-23,1
"12604","i0rVOregYLFcp7C1RKoE3g",36.0565433,-115.0563993,"true",1,"True","Others",NA,4,1613,7,148,727,1,2,2014-01-16,1
"12605","-U7tvCtaraTQ9b0zBhpBMA",36.1020911813,-115.1717783654,"true",2,"True","American",32,1,1150,5,108,821,1,0,2013-04-23,1
"12606","B7G_2Hx8Rx8l6oQ6K3n5Uw",33.5389251117,-112.0643465177,"true",2,"True","Others",14,4,122,NA,6,51,0,4,2013-07-02,1
"12607","UPIYuRaZvknINOd1w8kqRQ",36.1270336,-115.2098191,"true",1,"True","Others",50,17,3975,9,730,1664,4,7,2011-10-05,1
"12608","dEAk-gE-5Q95a7p91gNn8A",36.113892,-115.280322,"true",2,"True","Others",28,7,1613,7,148,727,5,1,2012-08-13,1
"12609","EDcZRvERC22Cvw1yi4-VKg",33.627245,-111.9784718,"true",2,"True","American",48,2,3402,9,499,1276,0,1,2018-03-14,1
"12610","r8764MtYyt8JhxMvrfM_xQ",33.3020931,-111.8426128,"true",2,"False","American",4,2,126,3,19,501,0,2,2013-04-25,0
"12611","ALn_0f-Usn3n0a9WBcjhhg",33.449228,-112.072853,"true",2,"True","Others",15,10,933,10,156,1022,2,5,2012-03-31,1
"12612","4cDWyZa6EqsY4XSWwLY7RA",36.041104,-115.1208125,"true",2,"False","Others",1,4,718,4,79,608,2,1,2013-03-09,1
"12613","lAR6Lj6-zBxQNqflZt0zTQ",36.1149437266,-115.1518316567,"true",2,"True","Others",25,1,313,1,15,250,1,0,2011-07-09,1
"12614","DqSTQWhRU3WKdIN2b_Nzog",51.0688517,-114.0133475,"true",2,"True","Others",1,3,622,7,96,475,0,1,2013-06-08,1
"12615","6Q7-wkCPc1KF75jZLOTcMw",36.1376416,-115.1653861,"true",2,"True","Others",NA,6,1150,8,108,821,4,0,2013-03-10,1
"12616","iFCz-xI7CV98fcaB4Chh3g",36.0560801,-115.2808739,"true",2,"True","American",59,1,402,4,47,153,0,1,2018-06-14,0
"12617","ebTvBxSStI9Vf5Tpux_X3Q",36.1026234187,-115.2019353583,"true",2,"True","Others",NA,15,3094,9,180,2665,8,5,2013-07-07,1
"12618","QdXg79fKbFLEPePPnL02Fw",36.0674448,-115.1745021,"true",3,"True","Others",NA,47,3975,11,730,1019,8,16,2016-02-07,0
"12619","3b94MZ9agaZL8SMBagTwpA",35.994110938,-115.0998504264,"true",1,"False","Others",4,5,2916,9,219,1664,2,2,2011-12-11,1
"12620","ePt0qmZgU-fjqMoM1M2U3Q",33.4794914574,-111.9107225319,"true",2,"True","Asian",8,2,102,6,10,208,2,0,2011-12-07,1
