"","ch_in","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female"
"25285",0,3,380,6,100,297,1,1
"26725",0,4,380,6,100,297,1,1
"28918",0,5,505,6,100,630,1,1
"29085",1,6,505,6,100,630,1,1
"23173",0,1,1,11,0,2,0,1
"23481",0,2,3,1,1,125,0,2
"23716",0,3,12,1,1,245,0,2
"26301",1,4,34,1,1,245,0,3
"26758",1,5,34,1,1,245,0,4
"27409",1,6,77,2,9,245,0,5
"12914",0,1,832,4,133,781,1,0
"10922",1,1,578,6,26,198,1,0
"12350",0,2,578,6,26,198,1,1
"13526",0,3,578,6,26,198,1,2
"23535",1,4,578,6,113,310,1,3
"25317",1,5,578,6,113,1360,2,3
"8531",0,1,138,9,1,38,1,0
"13496",0,2,138,8,3,59,1,1
"15382",0,3,163,11,3,59,1,2
"20201",0,4,163,3,52,345,1,3
"21733",0,5,332,4,57,425,2,3
"22451",1,6,332,4,57,425,2,4
"24482",0,7,2217,8,271,1177,2,5
"25776",0,8,2217,8,271,1177,2,5
"27612",0,1,38,7,11,358,1,0
"28168",0,2,38,7,11,358,1,0
"28446",0,3,38,7,11,358,1,0
"28940",0,4,38,7,11,358,1,0
"26711",0,1,82,9,1,89,1,0
"26775",0,2,146,2,35,472,1,1
"164",0,1,152,9,39,1226,1,0
"13949",0,2,152,10,39,1226,2,0
"14945",0,3,819,8,125,1226,2,1
"19174",0,4,819,8,125,1226,2,2
"19334",0,5,819,8,125,1226,2,3
"9762",0,1,29,10,2,5,1,0
"10101",0,2,30,10,2,11,2,0
"14247",0,3,578,6,26,198,3,0
"14695",0,4,578,6,26,198,4,0
"15349",0,5,578,6,26,198,4,0
"15420",0,6,578,6,26,198,4,0
"15645",0,7,578,6,26,198,4,0
"16926",0,8,578,6,26,198,4,0
"17761",0,9,578,6,26,198,4,1
"17886",0,10,819,8,125,726,4,2
"18227",0,11,819,8,125,726,4,2
"18897",0,12,819,8,125,726,4,2
"19020",0,13,819,8,125,726,4,2
"19137",1,14,819,8,125,726,4,2
"19714",0,15,819,8,125,726,5,2
"24937",1,16,819,8,125,726,5,2
"25558",0,17,819,8,125,726,5,3
"1865",0,1,938,8,60,385,0,1
"2600",0,2,938,8,60,385,0,1
"9376",1,3,938,8,60,385,0,1
"12795",0,4,938,8,60,385,0,2
"13595",0,5,938,9,76,385,0,3
"25341",0,1,2217,8,271,1177,0,1
"165",1,1,811,10,102,718,0,1
"506",0,2,811,10,102,718,1,1
"1496",0,4,811,10,102,1022,1,1
"2089",0,5,1527,10,124,1022,1,2
"2178",0,6,1527,10,124,1022,2,2
"4356",0,7,1527,10,124,1022,2,3
"5373",0,8,1527,10,124,1022,3,3
"5590",0,9,1527,10,124,1193,3,4
"6354",0,10,1527,10,124,1193,4,4
"6835",0,11,1527,10,124,1193,4,4
"6879",0,12,1527,10,124,1193,4,4
"7424",0,13,1527,10,124,1193,5,4
"7697",0,14,1527,10,124,1193,5,4
"7884",0,15,1527,10,124,1193,5,4
"10824",0,16,1527,10,124,1193,5,4
"12374",0,17,1527,10,124,1193,5,4
"16189",0,18,1527,10,124,1193,5,5
"17322",0,19,1527,10,124,1193,6,5
"17979",0,20,1527,10,124,1193,7,5
"20036",0,21,1527,10,124,1193,7,6
"20998",0,22,1527,10,124,1193,7,7
"26632",1,23,1527,10,124,1193,7,7
"27519",0,24,1527,10,124,1193,7,7
"27657",0,25,1777,10,359,1631,8,7
"27841",0,26,1777,10,359,1631,9,7
"20521",0,1,364,6,93,421,1,0
"20831",0,2,364,6,93,739,2,0
"20983",0,3,380,6,100,739,3,0
"13766",0,1,128,8,25,436,1,0
"13849",0,2,128,8,25,436,1,0
"12324",0,1,4,9,1,46,0,1
"18489",0,2,15,9,3,137,0,2
"23926",0,3,185,10,25,452,0,2
"24520",0,1,57,7,2,14,1,0
"3730",0,1,617,10,62,610,0,1
"5826",0,2,617,10,62,610,0,1
"6958",0,3,617,10,94,1193,0,2
"13542",0,4,617,10,94,1193,0,3
"16160",0,5,617,10,94,1193,1,3
"16788",0,6,617,10,94,1193,1,4
"17370",1,7,2217,10,271,1193,1,5
"17741",0,8,2217,10,271,1193,1,6
"18463",0,9,2217,10,271,1193,1,7
"22914",1,10,2217,10,271,1193,1,7
"25278",0,11,2217,10,271,1193,1,8
"28848",1,12,2217,10,271,1193,1,8
"19173",0,1,534,1,113,310,0,1
"28795",1,2,534,8,113,926,1,1
"14726",0,1,359,10,69,704,1,0
"19768",1,2,819,10,125,726,1,1
"7491",0,1,811,10,102,718,0,1
"14752",0,1,253,2,27,64,0,1
"14129",0,1,1345,11,199,755,1,0
"15988",0,1,253,2,27,64,0,1
"17448",0,2,534,2,113,310,0,2
"17751",0,3,2217,8,271,1177,0,3
"18884",0,4,2217,8,271,1177,0,3
"18908",0,5,2607,8,271,1177,1,3
"19172",0,9,3934,11,648,1177,1,4
"24041",0,10,3934,11,648,1177,1,5
"26116",0,11,3934,11,648,1177,1,6
"6313",0,1,166,7,21,1022,0,0
"13926",1,2,166,5,29,1022,1,0
"16071",0,3,583,5,63,1022,2,0
"2790",0,1,230,1,4,54,1,0
"4197",0,2,242,5,62,426,2,0
"4456",0,3,242,5,62,426,2,1
"5408",0,4,242,5,62,426,2,1
"5923",0,5,242,5,62,426,2,1
"10626",1,6,411,5,62,426,2,2
"12975",0,7,411,6,62,786,2,3
"13327",0,8,411,6,62,786,3,3
"17135",0,9,411,6,62,786,3,3
"21701",1,10,411,6,62,786,3,3
"1946",0,2,80,11,1,34,0,1
"20300",0,1,307,4,90,153,0,1
"22808",1,2,364,6,93,421,1,1
"4124",0,1,460,10,33,614,1,0
"5945",0,2,583,5,63,614,2,0
"11277",0,1,558,5,33,367,1,0
"11588",0,2,558,6,48,433,1,0
"14585",0,3,558,6,48,433,1,1
"15845",0,4,558,6,48,433,2,1
"15975",0,5,558,6,48,433,2,1
"16512",0,6,558,6,48,433,3,1
"16614",0,7,558,6,48,433,3,1
"17428",0,8,558,6,48,433,3,2
"18691",1,9,558,6,48,433,3,3
"18822",0,10,558,6,48,433,3,3
"22149",1,11,558,6,48,433,3,3
"23012",0,12,558,6,48,433,4,3
"24778",0,13,558,6,48,433,5,3
"26291",0,14,558,6,48,433,5,3
"26839",0,15,558,6,48,630,5,3
"27166",1,16,558,6,48,630,5,3
"28072",0,17,558,6,48,630,5,3
"15716",0,2,511,2,46,188,0,1
"23769",0,3,511,9,46,498,1,1
"26890",0,4,2217,9,271,1177,1,2
"28761",0,5,2217,9,271,1177,1,3
"12903",0,1,534,1,113,310,0,1
"28051",0,1,585,5,126,304,0,1
"29121",0,2,585,6,126,304,1,1
"13573",0,1,193,7,14,327,0,0
"22596",1,2,193,7,14,327,1,0
"24276",1,3,193,7,14,327,1,1
"12172",0,1,59,11,1,37,0,0
"15759",0,2,59,10,1,37,0,1
"17480",0,3,129,11,20,101,0,1
"17699",1,4,735,9,76,313,0,2
"22081",0,5,2217,9,271,1177,0,3
"23734",0,6,2217,9,271,1177,1,3
"24085",0,7,2217,9,271,1177,1,3
"26089",0,8,2217,9,271,1177,1,3
"4181",0,1,80,9,1,34,0,1
"15296",0,2,80,8,1,54,0,2
"20202",0,3,534,1,113,310,0,3
"28202",1,4,534,1,113,310,0,4
"803",0,1,460,7,33,614,1,0
"925",0,2,938,8,60,614,1,1
"949",0,3,938,8,60,614,1,1
"1085",0,4,938,9,60,614,1,2
"1175",0,5,938,9,60,614,1,2
"1355",0,6,938,9,60,614,1,2
"1435",0,7,938,9,60,614,1,3
"1649",0,8,938,9,60,1022,1,3
"1764",0,9,938,9,60,1022,1,3
"1773",0,10,938,9,60,1022,1,3
"1828",0,11,1462,10,112,1022,2,3
"1899",0,12,1462,10,112,1022,2,3
"1923",0,13,1462,10,112,1022,2,3
"2118",0,14,1462,10,112,1022,3,3
"3031",0,15,1462,10,112,1022,3,3
"3050",0,16,1462,10,112,1022,3,3
"3212",0,17,1462,10,112,1022,3,3
"3405",0,18,1462,10,112,1022,3,3
"3431",0,19,1462,10,112,1022,3,3
"3558",0,20,1462,10,112,1022,3,3
"3642",0,21,1462,10,112,1022,3,3
"3719",0,22,1462,10,112,1022,3,3
"3915",0,23,1462,10,112,1022,3,3
"4654",0,24,1462,10,112,1022,3,3
"5010",0,25,1462,10,112,1022,3,3
"5616",0,26,1462,10,112,1022,3,3
"7116",0,27,1462,10,112,1022,3,3
"9993",0,28,1462,10,112,1022,3,3
"10492",0,29,1462,10,112,1022,4,3
"11489",0,30,1462,10,112,1022,4,4
"11918",0,31,1462,10,112,1022,5,4
"13210",0,32,1462,10,112,1022,5,4
"15294",0,33,1462,10,112,1022,6,4
"17208",0,34,1462,10,112,1022,6,4
"18292",0,35,1462,10,112,1022,6,4
"18375",0,36,1462,10,112,1022,6,4
"18619",0,37,1462,10,112,1022,6,4
"18865",0,38,1462,10,112,1022,6,4
"19261",0,39,1462,10,112,1022,6,4
"19651",0,40,1462,10,112,1022,6,4
"20137",0,41,1462,10,112,1022,6,4
"20855",0,42,1462,10,112,1022,6,4
"21342",0,43,1462,10,112,1022,6,4
"21765",1,44,1462,10,112,1022,6,4
"22859",0,45,1462,10,112,1022,7,4
"22913",0,46,1462,10,112,1022,7,4
"23325",0,47,1462,10,112,1022,7,4
"23577",0,48,1462,10,112,1022,7,4
"24197",0,49,1462,10,112,1022,7,4
"24319",0,50,1462,10,112,1022,7,4
"27423",0,51,1462,10,112,1022,7,4
"4091",0,1,938,8,60,385,0,1
"7035",0,2,938,8,60,385,0,1
"7104",0,3,938,8,60,385,0,1
"11626",0,4,938,8,60,385,1,1
"20157",1,6,963,8,73,561,2,1
"28113",0,1,271,5,45,198,0,1
"16954",0,1,84,6,42,631,0,1
"4673",1,1,29,11,0,92,0,1
"9292",1,2,29,7,0,92,0,1
"12913",0,3,173,11,4,92,1,1
"13922",0,4,173,11,4,92,1,2
"14091",0,5,173,8,4,92,1,3
"15325",0,6,173,9,4,92,2,3
"2611",0,1,173,2,13,98,0,0
"4256",0,2,556,9,94,1193,0,1
"4899",0,3,556,10,94,1193,1,1
"4907",0,4,556,10,94,1193,2,1
"13351",0,5,556,10,94,1193,2,2
"13440",0,6,556,10,94,1193,3,2
"13880",0,7,556,10,94,1193,3,3
"14016",0,8,556,10,113,1193,3,4
"14512",0,9,556,10,113,1193,3,4
"18091",0,10,556,10,113,1193,3,5
"19109",0,11,2217,10,271,1193,3,6
"22202",0,12,2217,10,271,1193,3,6
"28166",1,13,2217,10,271,1193,4,6
"28760",0,14,2217,10,271,1193,4,7
"23817",0,1,48,8,1,24,1,0
"8002",0,1,12,9,0,245,0,0
"8023",0,2,12,7,5,245,0,0
"8072",0,3,174,6,43,786,0,1
"8085",0,4,174,6,43,786,0,1
"16817",0,5,174,6,43,786,1,1
"17008",0,6,174,7,43,786,2,1
"17276",0,7,174,7,43,786,2,1
"24606",0,8,174,7,43,786,2,1
"25963",0,9,174,7,43,786,2,2
"26840",0,10,174,7,43,786,2,2
"9680",0,1,10,9,2,13,1,0
"12934",0,1,853,8,74,258,0,1
"16283",0,2,853,8,74,258,1,1
"28286",1,3,853,8,74,258,2,1
"7842",0,1,938,8,60,385,0,1
"16818",0,2,938,8,60,1022,0,1
"17465",0,3,938,8,60,1022,1,1
"15499",0,1,5,8,4,42,0,1
"15761",0,2,5,9,4,42,0,1
"16740",0,3,5,11,4,42,0,1
"16880",0,4,5,9,4,42,0,1
"20938",0,5,5,10,4,42,0,1
"21086",0,6,5,7,5,166,0,1
"28219",0,7,5,9,5,166,0,1
"12506",0,1,89,6,17,210,0,1
"12608",0,2,578,6,26,210,1,1
"13070",0,3,578,6,26,210,1,1
"18445",0,4,578,6,26,210,1,2
"20138",0,5,578,6,26,210,1,3
"20255",1,6,578,6,26,349,2,3
"21427",0,7,578,6,26,349,3,3
"28285",1,8,578,6,26,1022,3,3
"2537",0,1,122,8,6,51,0,1
"3452",0,2,122,8,6,51,0,1
"4524",1,3,122,8,6,51,0,1
"7037",0,4,325,8,8,81,1,1
"14676",0,5,325,11,8,81,1,1
"16862",0,6,325,8,8,81,1,2
"22820",1,7,325,9,8,81,2,2
"843",0,1,460,8,33,614,1,0
"993",0,2,460,9,59,659,2,0
"1124",0,3,460,9,59,659,2,0
"1608",0,4,938,9,60,659,2,1
"1926",0,5,938,9,60,659,2,1
"2448",0,6,938,9,60,659,2,1
"2601",0,7,938,9,60,659,2,1
"4782",0,8,938,9,60,659,2,1
"6526",0,9,938,9,60,659,2,1
"6607",0,10,938,9,60,659,2,1
"7944",0,11,938,9,60,659,2,1
"8086",0,12,3378,9,912,4308,3,1
"9697",0,13,3378,9,912,4308,3,1
"10807",0,14,3378,9,912,4308,3,2
"14948",0,15,3378,9,912,4308,3,3
"19276",0,16,3378,9,912,4308,3,3
"21426",0,1,741,7,17,139,0,1
"23750",0,2,741,3,22,207,1,1
"23759",1,3,741,3,42,630,1,1
"24044",0,4,741,3,42,630,1,1
"28667",1,5,741,3,42,630,1,1
"703",0,1,682,11,78,520,0,1
"783",0,2,682,11,78,520,0,1
"1863",0,3,682,11,78,520,0,2
"2028",0,4,682,11,78,520,0,2
"5181",0,5,682,11,78,520,0,2
"7013",0,6,682,11,78,520,0,3
"18350",0,7,682,11,78,520,0,3
"25592",0,8,834,11,162,520,0,4
"26097",0,9,834,11,162,520,0,4
"14422",0,1,1,7,0,11,1,0
"16917",0,2,103,9,3,59,1,1
"18228",0,3,534,1,113,310,1,2
"14467",0,1,30,11,1,41,0,1
"27725",1,2,30,8,1,41,0,1
"27487",1,1,77,5,29,260,1,0
"27740",0,2,77,5,29,260,1,0
"21674",0,1,36,11,1,15,1,0
"23148",0,2,578,6,26,198,2,0
"26245",0,3,578,6,26,198,2,0
"26511",1,4,578,6,26,198,2,0
"26951",1,5,578,6,26,198,2,1
"27312",0,6,578,6,26,198,2,1
"984",0,1,460,7,33,614,1,0
"22381",0,2,460,10,33,614,1,0
"28270",1,3,460,9,33,614,1,1
"2285",0,1,5,8,2,19,0,1
"2954",0,2,12,7,2,245,0,1
"8168",0,3,390,6,42,382,0,2
"10728",0,5,3402,9,499,1276,0,3
"10974",0,6,3402,9,499,1276,1,3
"11328",0,7,3402,9,499,1276,1,3
"14468",0,8,3402,9,499,1276,2,3
"15199",0,9,3402,9,499,1276,2,3
"18446",0,10,3402,9,499,1276,2,3
"20220",1,11,3402,9,499,1276,2,4
"27546",1,12,3402,9,499,1276,2,5
"20288",1,1,578,6,26,198,1,0
"24876",0,2,2217,8,271,1177,1,1
"27492",0,3,2217,8,271,1177,1,2
"991",0,1,460,11,33,614,1,0
"1053",0,2,460,7,33,614,2,0
"4090",0,3,460,11,33,614,2,0
"5589",0,4,460,9,33,614,2,0
"18015",1,5,460,9,33,614,2,0
"24748",0,6,460,9,33,614,2,1
"549",0,1,558,5,33,367,1,0
"706",0,3,1345,11,199,755,2,0
"1266",0,4,1345,11,199,866,2,1
"3619",0,5,1345,11,199,866,3,1
"4935",0,6,1345,11,199,866,4,1
"5466",0,7,1345,11,199,866,4,2
"5543",0,8,1345,11,199,866,4,3
"5738",0,9,1345,11,199,866,4,3
"8631",0,10,1345,11,199,866,4,4
"8713",0,11,1345,11,199,1048,5,4
"10785",0,12,1345,11,199,1048,6,4
"11901",0,13,1345,11,199,1048,7,4
"15578",0,14,1345,11,199,1048,7,5
"15646",0,15,1345,11,199,1048,7,6
"17321",0,16,1345,11,199,1048,7,7
"18462",0,17,2217,11,271,1177,7,8
"20460",0,18,2217,11,271,1177,8,8
"20703",1,19,2217,11,271,1177,8,9
"21839",0,20,2217,11,271,1177,8,10
"22164",1,21,2217,11,271,1177,9,10
"22668",0,22,2217,11,271,1177,9,11
"28121",0,23,2217,11,271,1177,9,11
"29084",1,24,2217,11,271,1177,9,11
"56",0,1,85,2,3,106,1,0
"505",0,2,1345,11,199,755,2,0
"614",0,3,1345,11,199,755,3,0
"702",0,4,1345,11,199,755,3,1
"1862",0,5,1345,11,199,755,3,2
"1873",0,6,1345,11,199,755,4,2
"1992",0,7,1345,11,199,755,5,2
"2117",0,8,1345,11,199,755,5,3
"2727",0,9,1345,11,199,755,5,4
"4515",0,10,1345,11,199,755,5,5
"5423",0,11,1345,11,199,755,6,5
"6681",0,12,1345,11,199,755,7,5
"6799",0,13,1345,11,199,755,8,5
"6957",0,14,1345,11,199,755,8,6
"9457",1,15,1345,11,199,755,8,6
"9471",0,16,1345,11,199,755,8,7
"9978",0,17,1345,11,199,755,8,8
"11857",0,18,1345,11,199,755,8,9
"13541",0,20,1345,11,199,755,8,10
"14604",0,21,1345,11,199,786,8,11
"18743",0,22,1345,11,199,786,8,12
"19872",1,23,1345,11,199,786,8,12
"21685",0,24,1345,11,199,786,8,13
"21790",0,25,1345,11,199,1117,9,13
"22834",0,26,1345,11,199,1117,10,13
"24400",0,27,1345,11,199,1117,10,14
"24634",0,28,1345,11,411,2340,10,15
"26867",0,29,1345,11,411,2340,11,15
"27723",0,30,1345,11,411,2340,11,15
"28308",0,31,1345,11,411,2340,11,15
"28801",0,33,1345,11,411,2340,11,16
"23999",0,1,331,11,47,327,1,0
"27516",1,2,1186,6,411,2340,1,1
"524",0,1,152,9,39,1226,1,0
"1065",0,2,152,11,39,1226,1,1
"1367",0,3,152,3,39,1226,1,1
"1504",0,4,171,7,39,1226,2,1
"1740",0,5,171,7,39,1226,3,1
"2686",0,6,171,7,39,1226,3,2
"3494",0,7,171,8,39,1226,4,2
"3679",0,8,171,8,39,1226,4,2
"4116",0,9,171,8,39,1226,4,2
"4823",0,10,171,8,39,1226,4,3
"5592",0,11,411,8,39,1226,4,4
"9595",0,12,411,8,39,1226,4,4
"9846",0,13,411,8,39,1226,4,4
"11183",0,14,411,8,39,1226,5,4
"17036",0,15,578,8,39,1226,6,4
"28442",0,16,578,8,90,1226,6,5
"11678",0,1,393,7,48,301,1,0
"12249",0,2,393,7,48,301,1,1
"21222",0,3,585,7,126,304,1,2
"21778",0,4,585,7,126,304,1,2
"28992",0,5,585,7,126,304,1,2
"3229",0,1,128,8,25,436,1,0
"4824",0,2,128,8,25,436,2,0
"13071",0,3,460,8,33,614,3,0
"29122",0,4,460,8,33,614,3,1
"3033",0,1,393,7,48,301,1,0
"3230",0,2,393,7,48,301,1,0
"7579",0,3,393,7,48,301,1,1
"10836",0,4,393,7,48,301,1,1
"16097",0,5,578,7,48,301,2,1
"24327",1,6,578,7,48,301,3,1
"25330",0,7,578,7,48,301,3,1
"25332",0,8,1483,7,48,301,4,1
"12864",0,1,347,1,7,84,1,0
"12942",0,2,679,5,38,414,2,0
"13666",0,3,679,5,113,414,2,1
"9200",1,1,166,7,21,1022,0,0
"11434",0,2,166,9,21,1022,0,1
"12904",0,3,393,7,48,1022,1,1
"15407",0,4,534,7,113,1022,1,2
"29132",0,5,534,7,113,1022,1,2
"6165",0,1,44,3,5,119,0,1
"6557",0,2,128,8,25,436,1,1
"6981",1,3,963,8,73,561,2,1
"9889",0,4,963,8,73,561,2,1
"10074",0,6,963,8,73,786,2,3
"10329",0,7,963,8,73,786,2,3
"10729",0,8,963,8,73,786,2,3
"10825",0,9,963,8,73,786,2,3
"10996",0,11,963,8,73,786,2,3
"11137",0,12,963,8,73,786,2,4
"12327",0,14,963,8,73,786,2,4
"15271",0,15,963,8,73,786,2,4
"20018",1,16,963,8,73,1022,2,4
"13495",0,1,534,1,113,310,0,1
"14107",0,2,534,1,113,310,1,1
"16613",0,3,534,1,113,310,1,1
"23921",0,4,2217,8,271,1177,1,2
"1292",0,1,328,9,55,398,1,0
"4064",0,2,542,9,55,398,1,1
"5230",0,3,1114,9,183,4190,1,2
"5304",0,4,1114,9,183,4190,1,2
"14873",0,5,1114,9,183,4190,1,3
"28031",1,6,1114,9,183,4190,1,4
"4835",0,1,137,4,8,106,1,0
"8464",0,1,735,9,76,313,0,1
"14827",0,2,735,9,76,964,0,2
"14946",0,3,735,9,76,964,0,3
"16159",0,4,735,9,76,964,0,3
"11374",0,1,727,12,113,1144,0,1
"12685",1,1,1550,6,92,323,1,0
"15347",1,2,1550,6,92,323,1,1
"18101",0,3,1550,6,92,323,1,1
"25705",0,4,1550,6,92,323,1,2
"75",0,1,811,10,102,718,0,1
"248",0,2,811,10,102,718,0,2
"3584",0,3,811,10,102,1022,0,2
"3610",0,4,811,10,102,1022,0,3
"4305",0,5,811,10,102,1022,0,3
"4596",0,6,811,10,102,1022,1,3
"5441",0,7,811,10,102,1022,1,4
"6133",0,8,811,10,102,1022,1,5
"6497",0,9,811,10,102,1022,1,6
"7380",0,10,811,10,102,1022,1,6
"8999",0,11,811,10,102,1022,1,7
"9670",0,12,811,10,102,1022,2,7
"11717",0,14,1550,10,102,1022,3,7
"12538",0,15,1550,10,102,1022,4,7
"15190",0,16,1550,10,102,1022,4,8
"15510",0,17,1550,10,102,1022,4,8
"15579",0,18,1550,10,102,1022,5,8
"20243",0,19,1550,10,102,1022,6,8
"20620",0,20,1550,10,102,1022,6,9
"20686",0,21,1550,10,102,1022,6,9
"21100",1,22,1550,10,102,1022,7,9
"21243",0,23,1550,10,102,1022,7,9
"21614",0,24,1550,10,102,1022,7,9
"23536",0,25,1550,10,102,1022,7,9
"25166",0,26,1550,10,102,1360,8,9
"25318",0,27,1550,10,102,1360,9,9
"26033",1,28,1550,10,102,1360,9,9
"27118",0,29,1550,10,102,1360,9,10
"27769",0,30,1550,10,102,1360,9,10
"27999",0,31,1550,10,102,1360,9,10
"28572",1,32,1550,10,102,1360,9,10
"28730",0,33,1550,10,102,1360,10,10
"2899",0,1,617,10,62,610,0,1
"6734",0,2,617,10,62,610,0,1
"27006",1,3,1462,10,112,622,1,1
"5074",0,1,1462,10,112,622,1,0
"6800",0,2,1462,10,113,842,1,1
"12537",0,3,1462,10,113,842,1,1
"14079",0,4,1462,10,113,842,1,2
"16801",0,5,3402,10,499,1276,1,3
"16936",0,7,3402,10,499,1276,1,5
"17072",0,8,3402,10,499,1276,2,5
"4747",0,1,682,11,78,520,0,1
"7476",0,2,682,11,78,520,0,1
"17935",1,3,682,11,78,520,0,1
"19963",1,4,682,11,78,520,0,2
"3978",0,1,331,10,47,327,1,0
"24543",0,1,2217,8,271,1177,0,1
"26155",0,2,2217,8,271,1177,0,2
"27320",1,3,2217,8,271,1177,1,2
"1267",0,1,460,10,33,614,1,0
"3803",0,1,85,2,3,106,1,0
"5960",0,2,173,2,13,106,1,0
"6715",0,3,359,5,33,205,1,0
"7069",0,4,359,9,33,486,2,0
"7276",1,5,359,9,33,486,3,0
"7578",0,6,359,9,33,486,4,0
"9113",0,7,359,9,33,486,4,0
"9233",0,8,359,9,33,486,5,0
"11194",0,9,359,9,33,486,5,0
"14446",0,10,380,9,100,486,6,0
"3039",0,1,128,8,25,436,1,0
"5013",0,2,617,10,62,610,1,1
"810",0,1,359,5,33,205,0,0
"1592",0,2,359,5,33,205,0,1
"1635",0,5,6187,12,894,1932,1,2
"1890",1,6,6187,12,894,1932,2,2
"2908",0,7,6187,12,894,1932,2,2
"3188",0,8,6187,12,894,1932,2,2
"3344",0,9,6187,12,894,1932,2,2
"5510",0,10,6187,12,894,1932,2,2
"6397",0,11,6187,12,894,1932,2,3
"7068",0,12,6187,12,894,1932,2,3
"7082",1,13,6187,12,894,1932,2,3
"7515",0,14,6187,12,894,1932,2,4
"7648",0,15,6187,12,894,1932,2,5
"14511",0,17,6187,12,894,1932,2,5
"14603",0,18,6187,12,894,1932,2,6
"15100",0,19,6187,12,894,1932,2,7
"15324",0,20,6187,12,894,1932,2,7
"16984",0,21,6187,12,894,1932,2,7
"17723",0,22,6187,12,894,1932,3,7
"18668",0,23,6187,12,894,1932,3,8
"19221",1,24,6187,12,894,1932,3,9
"23343",0,25,6187,12,894,1932,3,9
"23411",0,26,6187,12,894,1932,3,9
"23636",0,27,6187,12,894,1932,3,9
"23914",0,28,6187,12,894,1932,3,9
"26470",0,29,6187,12,894,1932,3,10
"27276",0,30,6187,12,894,1932,3,10
"29073",0,31,6187,12,894,1932,3,10
"15647",0,1,460,7,33,614,1,0
"1981",0,1,162,2,6,191,0,0
"2982",0,2,938,8,60,385,0,1
"4423",0,5,938,8,60,385,1,1
"6401",0,6,938,8,60,614,2,1
"8503",0,7,938,8,60,614,3,1
"9267",0,8,938,8,60,614,3,2
"10195",0,10,938,8,60,614,3,2
"10505",0,11,938,8,60,614,3,3
"13278",1,12,938,8,60,614,3,3
"14753",0,14,938,8,60,614,4,3
"17136",0,1,12,10,0,245,0,0
"18540",0,15,938,8,60,614,5,3
"9382",0,1,1303,2,94,137,0,1
"13634",0,2,1303,2,94,189,1,1
"21029",0,1,542,6,42,268,0,1
"26122",1,2,1785,6,120,855,0,2
"26348",1,1,95,8,0,1,0,1
"27300",1,2,95,11,1,32,1,1
"11550",0,2,60,8,0,28,0,1
"20883",0,3,819,8,125,726,0,2
"24711",1,4,819,8,125,726,0,3
"24786",1,5,1196,8,180,726,0,4
"24883",1,6,1196,8,180,726,0,4
"25439",0,7,1196,8,180,726,0,4
"25747",0,8,1196,8,180,726,0,4
"27837",0,9,1196,8,180,726,1,4
"9844",0,1,11,7,4,81,1,0
"11571",0,2,174,6,43,786,1,1
"15937",0,3,174,6,43,786,1,2
"19378",0,4,841,6,240,1472,1,3
"19455",0,5,841,6,240,1472,1,4
"345",0,1,78,2,11,160,1,0
"1041",1,2,542,6,42,268,1,1
"14234",0,1,1,8,1,42,0,1
"15124",0,2,534,1,113,310,0,2
"18244",0,3,534,1,113,327,1,2
"18702",0,4,534,9,113,498,2,2
"20338",0,5,534,9,113,498,2,3
"24051",0,6,1785,9,120,855,2,4
"26192",0,7,1785,9,120,855,2,5
"29147",1,8,1785,9,120,855,3,5
"9374",0,1,355,4,16,182,1,0
"13275",0,2,355,4,16,182,1,0
"14581",0,3,355,5,36,259,2,0
"17790",0,4,355,5,36,259,2,1
"19857",0,5,355,7,36,259,3,1
"23766",0,6,355,7,36,259,4,1
"27117",0,7,2217,8,271,1177,4,2
"27458",0,8,2217,8,271,1177,5,2
"556",0,1,328,9,55,398,1,0
"748",0,2,933,9,156,398,1,1
"1003",0,3,933,9,156,398,1,1
"4745",0,4,933,9,156,398,1,1
"4763",0,5,2607,9,156,398,2,1
"5020",0,7,2607,9,156,398,2,1
"5178",0,8,2607,9,156,398,2,1
"5290",0,9,2607,9,156,398,2,1
"5305",0,10,2607,9,156,398,2,1
"10222",0,11,2607,9,156,398,2,1
"11821",0,12,2607,9,156,398,2,2
"12989",1,13,2607,9,156,398,2,3
"14320",0,14,2607,9,156,521,2,4
"15148",0,15,2607,9,156,521,3,4
"16953",0,16,2607,9,156,786,3,5
"17836",0,17,2607,9,156,786,3,5
"18466",0,18,4351,9,738,786,3,6
"18538",0,19,4351,9,738,786,3,6
"19247",0,20,4351,9,738,786,3,6
"19305",0,21,4351,9,738,1177,3,7
"19449",0,22,4351,9,738,1177,3,7
"20609",0,23,4351,9,738,1177,4,7
"21054",0,24,4351,9,738,1177,5,7
"21204",1,25,4351,9,738,1177,6,7
"22248",0,26,4351,9,738,1177,6,7
"22322",0,27,4351,9,738,1177,6,7
"22655",0,28,4351,9,738,1177,6,7
"24133",1,29,4351,9,738,1177,6,7
"26334",1,30,4351,9,738,1177,7,7
"28235",0,1,1196,7,180,481,0,1
"28486",0,2,1196,9,180,498,1,1
"1422",0,1,460,8,33,614,1,0
"1697",0,2,460,10,33,614,2,0
"2834",0,3,460,11,47,614,3,0
"4704",0,4,460,5,47,614,3,0
"4762",0,5,460,5,47,614,3,1
"5995",0,6,2607,7,136,614,4,1
"7608",0,7,2607,7,136,614,4,1
"9857",0,8,2607,7,136,614,5,1
"26473",0,9,2607,7,136,614,5,2
"13378",0,1,286,9,32,486,1,0
